"","long","lat","order","hole","piece","id","group","Town","Census.Tract.x","Total.Number.of.Cases","Total.Rate.per.10.000","Number.of.Female.Cases","Female.Rate.per.10.000","Number.of.Male.Cases","Male.Rate.per.10.000","Number.of.Cases...19.Years.Old","Rate.per.10.000....19.Years.Old","Number.of.Cases...20.Years.Old","Rate.per.10.000...20.Years.Old","point","total.respiratory"
"147",-73.14065205,41.23799537,39840,FALSE,"1","09001081100","09001081100.1","Stratford","81100",73,31.1,30,"24.5",44,"39.1",41,74.8,32,17.8,0.009243424391323,1.44591599955451
"148",-73.12783905,41.21219237,40204,FALSE,"1","09001081200","09001081200.1","Stratford","81200",96,36.7,30,"21.9",66,"53",24,37.1,72,36.6,0.009609993026145,1.47357657488765
"149",-73.14270805,41.24053437,40551,FALSE,"1","09001081300","09001081300.1","Stratford","81300",47,19.9,28,"21.2",19,".",15,NA,32,15.7,0.010918825148163,1.5702827952372
"150",-73.24676009,41.25090437,40804,FALSE,"1","09001090100","09001090100.1","Trumbull","90100",31,18.7,18,".",13,".",14,NA,17,NA,0.00921591133403,1.43543445999735
"151",-73.20699207,41.25448637,41188,FALSE,"1","09001090200","09001090200.1","Trumbull","90200",60,15.3,30,"14.3",31,"17",27,27.2,33,11.3,0.009929632543663,1.77995450868026
"152",-73.24593609,41.22883437,41806,FALSE,"1","09001090300","09001090300.1","Trumbull","90300",46,20.2,30,"25.9",17,".",24,40.3,22,13.1,0.011054720511862,1.93339710942831
"153",-73.22119208,41.24592737,42177,FALSE,"1","09001090400","09001090400.1","Trumbull","90400",94,28.7,50,"29",44,"28.3",35,40.4,59,24.5,0.008469690045572,1.57085725495456
"154",-73.15382606,41.23006037,42698,FALSE,"1","09001090500","09001090500.1","Trumbull","90500",60,25.4,32,"26.6",28,"24.2",38,57.5,22,13,0.009239224116884,1.59079565168706
"155",-73.16875406,41.25306237,43211,FALSE,"1","09001090600","09001090600.1","Trumbull","90600",24,13.7,12,".",13,".",10,NA,14,NA,0.010389241532416,1.49755639922793
"156",-73.23471108,41.28945838,43763,FALSE,"1","09001090700","09001090700.1","Trumbull","90700",69,24.9,24,"17",45,"33.200000000000003",41,48,28,14.6,0.010142446832745,1.50925911286302
"157",-73.24613209,41.33997739,44302,FALSE,"1","09001100100","09001100100.1","Monroe","00100",34,12.2,21,"14.6",13,".",11,NA,23,11.5,0.00895217035361,1.39133906111962
"158",-73.24643709,41.33788839,44948,FALSE,"1","09001100200","09001100200.1","Monroe","00200",66,18.9,40,"22.5",25,"14.6",20,20.6,46,18.3,0.0094513219346,1.4692424338469
"159",-73.19006308,41.3882944,45456,FALSE,"1","09001100300","09001100300.1","Monroe","00300",77,22.2,30,"17.3",47,"27.2",27,26.6,50,20.4,0.009783028744119,1.42321690599027
"160",-73.25957909,41.24732737,46145,FALSE,"1","09001105100","09001105100.1","Easton","05100",48,23.6,28,"27.1",20,"19.899999999999999",19,NA,29,20.3,0.010061363327192,1.45741641827523
"161",-73.24685509,41.25101737,47002,FALSE,"1","09001105200","09001105200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008928989887868,1.26321226025396
"162",-73.08664904,41.31441239,47819,FALSE,"1","09001110100","09001110100.1","Shelton","10100",126,108.6,97,"161.30000000000001",28,"50.1",70,265.2,57,63.6,0.009660147339573,2.08532154344883
"163",-73.07552303,41.29068638,48035,FALSE,"1","09001110201","09001110201.1","Shelton","10201",187,78.2,67,"55.3",120,"101.8",25,42.3,163,90.6,0.009998458715225,1.80621061000612
"164",-73.11440904,41.27000438,48326,FALSE,"1","09001110202","09001110202.1","Shelton","10202",114,47.9,84,"64.3",30,"28",30,68.9,84,43.2,0.010515005001724,1.68261516558359
"165",-73.10350804,41.29397738,48806,FALSE,"1","09001110301","09001110301.1","Shelton","10301",103,33.4,74,"44.9",30,"20.8",36,64.6,67,26.5,0.010065211483015,1.60204315370075
"166",-73.11414604,41.27177438,49397,FALSE,"1","09001110302","09001110302.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010565469537997,1.58178271616724
"167",-73.19397507,41.30120638,49783,FALSE,"1","09001110400","09001110400.1","Shelton","10400",71,28.9,34,"27.5",37,"30.3",22,35.9,49,26.6,0.01051354911332,1.46597851453904
"168",-73.19253507,41.30151138,50163,FALSE,"1","09001110500","09001110500.1","Shelton","10500",54,18.2,27,"18.100000000000001",27,"18.3",18,NA,36,16.3,0.009871691287583,1.42545210227589
"169",-73.11947905,41.31169039,50767,FALSE,"1","09001110600","09001110600.1","Shelton","10600",74,18.3,53,"26",21,"10.5",28,26.6,45,15.1,0.009081586678723,1.37563641847772
"170",-73.43336715,41.36676139,51223,FALSE,"1","09001200100","09001200100.1","Bethel","00100",73,40.5,47,"51.7",25,"28",23,50.2,50,37.2,0.012619273699312,1.62349173332612
"171",-73.41542915,41.38902539,51298,FALSE,"1","09001200200","09001200200.1","Bethel","00200",141,57.5,108,"81.599999999999994",33,"29.2",33,56.9,108,57.6,0.008983702593991,1.60582465332014
"172",-73.40262315,41.4275414,51695,FALSE,"1","09001200301","09001200301.1","Bethel","00301",54,22.3,25,"20.3",28,"23.5",17,NA,37,20.9,0.010163167588392,1.49393050070327
"173",-73.39535414,41.37547639,52009,FALSE,"1","09001200302","09001200302.1","Bethel","00302",29,11.1,17,".",13,".",11,NA,18,NA,0.008373588453236,1.3215713453355
"174",-73.40721915,41.46703841,52498,FALSE,"1","09001205100","09001205100.1","Brookfield","05100",36,18,12,".",24,"24.5",12,NA,24,16.3,0.013833675791746,1.39963319084401
"175",-73.34461713,41.45834441,53029,FALSE,"1","09001205200","09001205200.1","Brookfield","05200",71,20.1,27,"15.2",44,"25.2",27,26,44,17.7,0.012081412034367,1.21636736293854
"176",-73.41957815,41.4418764,53451,FALSE,"1","09001205300","09001205300.1","Brookfield","05300",74,27.4,48,"33.299999999999997",25,"19.899999999999999",15,NA,59,28.8,0.023577303733955,1.41948341814421
"177",-73.46365317,41.40286039,53748,FALSE,"1","09001210100","09001210100.1","Danbury","10100",144,48.1,70,"48.8",74,"47.5",49,75.2,96,41,0.019631462568385,2.10635077297753
"178",-73.45352416,41.41070939,54088,FALSE,"1","09001210200","09001210200.1","Danbury","10200",232,70.5,100,"66.8",132,"73.7",94,90.3,138,61.4,0.018479197621784,2.0262662726788
"179",-73.42459115,41.4177954,54487,FALSE,"1","09001210300","09001210300.1","Danbury","10300",206,77.7,106,"80.400000000000006",100,"74.900000000000006",76,119,130,64.6,0.016562245191188,2.36247587318398
"180",-73.41198615,41.39172639,54704,FALSE,"1","09001210400","09001210400.1","Danbury","10400",214,50.8,126,"58.6",88,"42.7",105,102.2,109,34.3,0.017727695440788,1.75422881184926
"181",-73.43370515,41.36737439,55067,FALSE,"1","09001210500","09001210500.1","Danbury","10500",94,26.7,55,"30.5",39,"22.7",32,44,62,22.2,0.050074741687219,1.55190628651319
"182",-73.47431617,41.38037239,55591,FALSE,"1","09001210600","09001210600.1","Danbury","10600",184,59.6,99,"63.4",85,"55.7",79,105.6,105,44.9,0.020665151219316,1.62442171780234
"183",-73.46288316,41.39311839,55911,FALSE,"1","09001210701","09001210701.1","Danbury","10701",255,93.2,132,"101.7",123,"85.6",86,115.2,168,84.5,0.019322817919283,2.4572976336824
"184",-73.47828817,41.39436639,56144,FALSE,"1","09001210702","09001210702.1","Danbury","10702",109,48.7,55,"49.9",55,"48.4",56,87,53,33.2,0.020602458346801,2.19133950745387
"185",-73.53788919,41.4318934,56346,FALSE,"1","09001210800","09001210800.1","Danbury","10800",86,30.6,59,"41.1",27,"19.600000000000001",39,54.5,47,22.4,0.033913799120829,1.57456044131834
"186",-73.46116316,41.40490739,56800,FALSE,"1","09001210900","09001210900.1","Danbury","10900",77,27,61,"42.3",17,".",26,35.8,52,24.4,0.022839925025561,1.53781898000235
"187",-73.47569717,41.4538544,57283,FALSE,"1","09001211000","09001211000.1","Danbury","11000",83,41.2,62,"59.9",21,"21.4",24,51.5,59,38.1,0.016707550236353,1.75495690108531
"188",-73.46321917,41.4379074,57716,FALSE,"1","09001211100","09001211100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013866067951032,1.47697360557069
"189",-73.47402617,41.4511274,57804,FALSE,"1","09001211200","09001211200.1","Danbury","11200",102,33.7,49,"30.5",53,"37.4",35,52.1,67,28.5,0.014566110966841,1.77152930102185
"190",-73.44786716,41.4595024,58226,FALSE,"1","09001211300","09001211300.1","Danbury","11300",62,34.1,44,"48.1",18,".",9,NA,53,38.3,0.016015436071914,1.53147648959824
"191",-73.42378416,41.4548704,58442,FALSE,"1","09001211400","09001211400.1","Danbury","11400",103,41,42,"31.7",61,"51.4",41,80.6,62,30.9,0.014649643484972,1.67083697833124
"192",-73.53582319,41.4562794,58836,FALSE,"1","09001220100","09001220100.1","New Fairfield","20100",64,24.7,37,"28.2",27,"21",32,40.7,33,18.2,0.017035099220514,1.38772501592767
"193",-73.52096819,41.48222141,59192,FALSE,"1","09001220200","09001220200.1","New Fairfield","20200",40,16.4,20,"16.399999999999999",20,"16.3",17,NA,23,13.5,0.013356934386092,1.27696600265333
"194",-73.45103817,41.53506142,59830,FALSE,"1","09001220300","09001220300.1","New Fairfield","20300",20,10.5,13,".",7,".",10,NA,10,NA,0.011187660607194,1.36001578230077
"195",-73.34605813,41.45674341,60493,FALSE,"1","09001230100","09001230100.1","Newtown","30100",59,16.7,38,"21.4",21,"12",21,20.4,38,15.2,0.009890665198503,1.28538331838612
"196",-73.32447212,41.4188914,61127,FALSE,"1","09001230200","09001230200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00873789793723,1.33786005019595
"197",-73.36393813,41.38696639,61402,FALSE,"1","09001230300","09001230300.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009134870927612,1.19932280313405
"198",-73.2686211,41.36360239,61983,FALSE,"1","09001230400","09001230400.1","Newtown","30400",42,14.9,29,"20.399999999999999",13,".",21,25.4,21,10.5,0.009830642728262,1.22098719346429
"199",-73.19060308,41.3890114,62544,FALSE,"1","09001230501","09001230501.1","Newtown","30501",30,13.9,12,".",18,".",20,26.9,10,NA,0.007955364506039,1.27401051197448
"200",-73.19006308,41.3882944,63068,FALSE,"1","09001230502","09001230502.1","Newtown","30502",47,18.3,22,"18.600000000000001",25,"18.100000000000001",24,36.8,24,12.5,0.008854978683714,1.30370977267143
"201",-73.42499814,41.25605637,63926,FALSE,"1","09001240100","09001240100.1","Redding","40100",23,10,14,".",9,".",9,NA,14,NA,0.011263480954884,1.20386178286968
"202",-73.34317912,41.33966238,64292,FALSE,"1","09001240200","09001240200.1","Redding","40200",47,20.6,36,"31.1",11,".",14,NA,33,20.3,0.008169859812849,1.14475251931125
"203",-73.50772317,41.30448937,64776,FALSE,"1","09001245100","09001245100.1","Ridgefield","45100",17,NA,10,".",7,".",11,NA,6,NA,0.019556870237345,1.25997631278959
"204",-73.47347116,41.28718637,65315,FALSE,"1","09001245200","09001245200.1","Ridgefield","45200",21,9.6,12,".",8,".",7,NA,14,NA,0.021630162100458,1.27062807113668
"205",-73.49880017,41.28527637,66017,FALSE,"1","09001245300","09001245300.1","Ridgefield","45300",44,17.7,28,"21.2",17,".",17,NA,28,15.4,0.018248593977622,1.46623395998156
"206",-73.47392316,41.24997636,66814,FALSE,"1","09001245400","09001245400.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012103197906659,1.33233987875596
"207",-73.50425317,41.28346537,67414,FALSE,"1","09001245500","09001245500.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013868279399564,1.43770954968494
"208",-73.50784617,41.30461837,67941,FALSE,"1","09001245600","09001245600.1","Ridgefield","45600",32,10.7,17,".",15,".",14,NA,18,NA,0.028012557955681,1.22515625029912
"209",-73.45056517,41.53510142,68702,FALSE,"1","09001257100","09001257100.1","Sherman","57100",40,22.3,24,"26.9",16,".",12,NA,28,20.9,0.009568616976496,1.08316642793308
"210",-73.18945406,41.18972036,69081,FALSE,"1","09001257200","09001257200.1","Bridgeport","57200",293,157.4,192,"204.6",101,"109.5",90,161.3,203,155.8,0.011838180956901,1.87818169724059
"211",-73.10136803,41.16387836,69331,FALSE,"1","09001990000","09001990000.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",-72.97779405,42.03847653,69668,FALSE,"1","09003330100","09003330100.1","Hartland","30100",23,21.8,8,".",15,".",15,NA,8,NA,0.003925955177754,0.718189112118708
"213",-72.74446095,41.64761346,69854,FALSE,"1","09003400100","09003400100.1","Berlin","00100",105,29.2,61,"32.799999999999997",44,"25.4",26,32.6,78,27.9,0.009799288469979,1.57287730672891
"214",-72.83435097,41.56996345,70244,FALSE,"1","09003400200","09003400200.1","Berlin","00200",60,20.8,44,"30.5",16,".",29,38.9,31,14.5,0.008067757682196,1.4103525538766
"215",-72.77636095,41.61314646,70664,FALSE,"1","09003400300","09003400300.1","Berlin","00300",118,34.2,54,"29.9",64,"39",47,61.3,71,26.5,0.006838198260785,1.38054407241916
"216",-72.94173701,41.68276146,70931,FALSE,"1","09003405100","09003405100.1","Bristol","05100",157,99,91,"110",66,"87",58,144.6,99,83.6,0.011103505069057,1.32896549593779
"217",-72.903298,41.67807546,71102,FALSE,"1","09003405200","09003405200.1","Bristol","05200",176,79.2,92,"79.7",83,"77.599999999999994",30,70.8,145,80.6,0.065729952546816,1.48117685494692
"218",-72.889853,41.68162647,71341,FALSE,"1","09003405300","09003405300.1","Bristol","05300",169,55.1,98,"60",70,"48.8",63,96.3,106,43.9,0.025413586458481,1.4262385713851
"219",-72.898134,41.67374646,71501,FALSE,"1","09003405401","09003405401.1","Bristol","05401",128,77,61,"73.7",67,"80.2",32,88.8,96,73.7,0.023775597798486,1.47493414837899
"220",-72.92270501,41.66014346,71708,FALSE,"1","09003405402","09003405402.1","Bristol","05402",247,124.1,164,"160.30000000000001",83,"85.7",50,128.2,197,123.1,0.012218851629636,1.44227411065195
"221",-72.92268501,41.66036546,71931,FALSE,"1","09003405500","09003405500.1","Bristol","05500",217,83.4,143,"107",74,"58.5",59,97.5,157,78.6,0.010717932003,1.24967738280275
"222",-72.95807102,41.66042146,72227,FALSE,"1","09003405600","09003405600.1","Bristol","05600",445,123.2,283,"154.30000000000001",163,"91.8",143,139.9,303,117,0.007639763603268,1.23941772682036
"223",-72.99124303,41.67911246,72495,FALSE,"1","09003405700","09003405700.1","Bristol","05700",163,149.1,99,"177.4",63,"117.8",49,212.1,114,132.3,0.00780735238315,1.3118063678722
"224",-72.99151003,41.68047146,72735,FALSE,"1","09003405800","09003405800.1","Bristol","05800",205,55.5,124,"65.400000000000006",81,"45",42,48,163,57.8,0.007363929909416,1.16138754401206
"225",-72.94047001,41.68365946,73027,FALSE,"1","09003405900","09003405900.1","Bristol","05900",110,47.5,57,"48.1",53,"46.8",52,89.4,58,33.4,0.009519436785567,1.33229766227583
"226",-72.92784001,41.69222747,73293,FALSE,"1","09003406001","09003406001.1","Bristol","06001",349,172.2,221,"204.4",128,"135.30000000000001",151,262.6,198,136.4,0.010994669473491,1.25382881588905
"227",-72.898172,41.72254547,73553,FALSE,"1","09003406002","09003406002.1","Bristol","06002",104,43.2,65,"50.8",40,"35.5",29,60.5,75,38.9,0.010225384347104,1.36839497633247
"228",-72.94220501,41.68208746,73683,FALSE,"1","09003406100","09003406100.1","Bristol","06100",416,212.8,225,"218",192,"208",123,246.7,293,201.2,0.010213017543809,1.5234239034781
"229",-73.01009404,41.76525348,73900,FALSE,"1","09003410101","09003410101.1","Burlington","10101",50,19.1,14,".",36,"27.1",30,39,20,10.8,0.006459645193008,0.968298298910707
"230",-72.94243402,41.75857548,74319,FALSE,"1","09003410102","09003410102.1","Burlington","10102",20,9.9,14,".",6,".",9,NA,10,NA,0.006208419859379,0.982490775444931
"231",-72.77230296,41.66874447,74819,FALSE,"1","09003415300","09003415300.1","New Britain","15300",376,329.5,218,"374.6",158,"282.7",160,402,217,292.1,0.007056677339705,2.00500659902357
"232",-72.77143396,41.64911446,74932,FALSE,"1","09003415400","09003415400.1","New Britain","15400",582,185.1,294,"179.4",288,"191.3",241,248.3,342,157.3,0.011001964967953,1.82242003443827
"233",-72.76454595,41.65963047,75104,FALSE,"1","09003415500","09003415500.1","New Britain","15500",455,310.6,267,"357.9",187,"260.10000000000002",193,383.3,262,272.5,0.007903874094689,1.96409565809954
"234",-72.78524196,41.65556746,75229,FALSE,"1","09003415600","09003415600.1","New Britain","15600",550,261,291,"252.2",259,"271.60000000000002",209,321,342,234.8,0.005404417789378,1.76311332890035
"235",-72.78295296,41.66169447,75356,FALSE,"1","09003415700","09003415700.1","New Britain","15700",303,185.6,214,"250.9",89,"114.1",97,229.6,206,170.2,0.005179584131457,1.74788195078835
"236",-72.78815496,41.66109047,75510,FALSE,"1","09003415800","09003415800.1","New Britain","15800",179,144.8,100,"161.9",80,"129.19999999999999",61,215.9,118,123.7,0.005304483404692,1.82708249223707
"237",-72.78548996,41.66948147,75636,FALSE,"1","09003415900","09003415900.1","New Britain","15900",150,167.8,86,"192.4",64,"143.19999999999999",43,187.8,108,162.4,0.00539262997284,1.84872246635301
"238",-72.78800996,41.68225147,75733,FALSE,"1","09003416000","09003416000.1","New Britain","16000",395,174.9,225,"195",170,"154",149,263,246,145.4,0.005251990940362,1.76201684164644
"239",-72.77691096,41.67383747,75843,FALSE,"1","09003416100","09003416100.1","New Britain","16100",728,302.8,400,"321.39999999999998",328,"282.8",233,302.2,496,303.6,0.00567116546733,1.82356781172225
"240",-72.77691096,41.67383747,75948,FALSE,"1","09003416200","09003416200.1","New Britain","16200",553,356.5,307,"385",246,"326.5",198,383,355,343.3,0.00585740864851,1.80321609232743
"241",-72.77668496,41.67094847,76049,FALSE,"1","09003416300","09003416300.1","New Britain","16300",328,175.5,166,"174.4",162,"176.8",97,183.4,231,172.5,0.008712135417633,2.08339870866135
"242",-72.80634097,41.66388246,76215,FALSE,"1","09003416400","09003416400.1","New Britain","16400",113,68.2,64,"73.5",49,"62.4",36,97.8,77,59.8,0.005314688005162,1.61161098639937
"243",-72.81002797,41.68673247,76369,FALSE,"1","09003416500","09003416500.1","New Britain","16500",429,182.4,306,"255.4",124,"107.5",136,216.9,294,170.5,0.005180659269945,1.79683853119179
"244",-72.80333097,41.68063147,76535,FALSE,"1","09003416600","09003416600.1","New Britain","16600",505,343.9,280,"357.8",225,"328",237,496.3,269,271.4,0.005349781847477,1.63111125157301
"245",-72.80957897,41.68638847,76699,FALSE,"1","09003416700","09003416700.1","New Britain","16700",541,164.9,312,"182.4",229,"145.9",205,239.2,336,138.6,0.005023590365731,1.56097828606287
"246",-72.78034896,41.68223047,76867,FALSE,"1","09003416800","09003416800.1","New Britain","16800",165,109.3,82,"107.1",82,"110.3",57,172.2,108,91.6,0.005780593514952,1.84445508299579
"247",-72.78322896,41.66055747,77003,FALSE,"1","09003417100","09003417100.1","New Britain","17100",481,510.1,279,"629.79999999999995",202,"404",121,501,360,513.2,0.005588707872684,2.30206901704763
"248",-72.76365696,41.69131547,77202,FALSE,"1","09003417200","09003417200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00608480166635,1.8560736297354
"249",-72.76278095,41.69141247,77301,FALSE,"1","09003417300","09003417300.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005179283333822,1.62640832155937
"250",-72.77586796,41.70572247,77437,FALSE,"1","09003417400","09003417400.1","New Britain","17400",53,35.9,33,"42.5",20,"28.6",13,NA,40,31,0.005227362147167,1.48671867565753
"251",-72.79219897,41.70578047,77605,FALSE,"1","09003417500","09003417500.1","New Britain","17500",207,93,114,"99.4",93,"86.2",52,122.9,156,86.5,0.005133874895111,1.46825080133581
"252",-72.86516599,41.68195947,77828,FALSE,"1","09003420400","09003420400.1","Plainville","20400",65,45.8,44,"60",21,"30.6",32,93.3,33,30.7,0.01567848740383,1.46690430080472
"253",-72.86401499,41.66348046,78058,FALSE,"1","09003420500","09003420500.1","Plainville","20500",205,75.3,151,"109.5",55,"41",57,96,148,69.6,0.020572084085314,1.60562316625302
"254",-72.86548499,41.67944047,78276,FALSE,"1","09003420600","09003420600.1","Plainville","20600",89,30.3,52,"33.6",37,"26.6",39,65.8,51,21.7,0.008774027452622,1.6483059053717
"255",-72.84212698,41.67687247,78832,FALSE,"1","09003420700","09003420700.1","Plainville","20700",111,62.5,68,"74.8",43,"49.5",29,72.9,81,58.7,0.007581122936005,1.47188947627555
"256",-72.86716998,41.59600045,79242,FALSE,"1","09003430100","09003430100.1","Southington","30100",56,27.3,24,"22.2",32,"33",21,43.6,35,22.3,0.007758651366304,1.867782583136
"257",-72.86439398,41.61833745,79525,FALSE,"1","09003430201","09003430201.1","Southington","30201",58,34.2,27,"31.1",31,"37.5",25,63.5,32,24.6,0.009136162353684,1.62034183722874
"258",-72.85942898,41.62255446,79782,FALSE,"1","09003430202","09003430202.1","Southington","30202",69,29.3,46,"38.700000000000003",23,"19.8",24,38.2,45,26.1,0.008314911205656,1.35280927930543
"259",-72.86716998,41.59600045,80172,FALSE,"1","09003430203","09003430203.1","Southington","30203",69,32.8,45,"40",24,"24.5",20,46.7,49,29.2,0.007675851548369,1.52511848727092
"260",-72.86333098,41.56623044,80490,FALSE,"1","09003430301","09003430301.1","Southington","30301",38,21.1,17,".",21,"23.8",21,44.8,17,NA,0.007057539113119,1.59818732119241
"261",-72.86333098,41.56623044,80826,FALSE,"1","09003430302","09003430302.1","Southington","30302",35,25.4,23,"33.6",13,".",14,NA,21,20.1,0.007082575772555,1.84031716449173
"262",-72.94468301,41.56287044,81070,FALSE,"1","09003430400","09003430400.1","Southington","30400",89,35.3,37,"27.4",52,"44.3",39,67.9,49,25.1,0.007526516367356,4.20276596636508
"263",-72.910775,41.60944645,81409,FALSE,"1","09003430500","09003430500.1","Southington","30500",122,37.3,51,"30.4",72,"45.1",61,67.5,62,26.2,0.007545469376045,1.88071115371654
"264",-72.910775,41.60944645,81851,FALSE,"1","09003430601","09003430601.1","Southington","30601",149,57.3,72,"51.9",77,"63.4",45,70.1,104,53.1,0.009582696824598,1.41472826455084
"265",-72.90281799,41.59811445,82480,FALSE,"1","09003430602","09003430602.1","Southington","30602",68,38.8,28,"31.4",39,"45.2",25,56,42,32.2,0.008602941369144,1.71150901944292
"266",-72.76807496,41.73763948,82657,FALSE,"1","09003460100","09003460100.1","Farmington","60100",52,31.3,17,".",35,"45.7",21,62.6,31,23.4,0.005547146440826,1.45802321508898
"267",-72.80370397,41.70717947,82937,FALSE,"1","09003460202","09003460202.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005626141085139,1.30987342477597
"268",-72.85988899,41.72677148,83394,FALSE,"1","09003460203","09003460203.1","Farmington","60203",31,20.5,19,".",12,".",17,NA,14,NA,0.00646451077849,1.30013267541373
"269",-72.85607999,41.69423147,83581,FALSE,"1","09003460204","09003460204.1","Farmington","60204",87,29.3,45,"28.8",42,"29.8",30,40.9,58,25.9,0.006649136726259,1.31556144971687
"270",-72.85774499,41.76250748,83958,FALSE,"1","09003460301","09003460301.1","Farmington","60301",42,16.9,19,".",23,"18.7",7,NA,35,19,0.00581102374211,1.31525235295065
"271",-72.882028,41.76553248,84234,FALSE,"1","09003460302","09003460302.1","Farmington","60302",77,38.2,54,"51.4",23,"23.8",24,45.8,52,34.8,0.007420238294856,1.26018584280537
"272",-72.880938,41.76547648,84554,FALSE,"1","09003462101","09003462101.1","Avon","62101",27,9.3,14,".",13,".",13,NA,14,NA,0.006483298645493,1.20071452579519
"273",-72.90120701,41.81225349,84954,FALSE,"1","09003462102","09003462102.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006048524169207,1.03414655193678
"274",-72.83229198,41.78619449,85286,FALSE,"1","09003462201","09003462201.1","Avon","62201",39,14.8,29,"20.9",9,".",16,NA,22,11.3,0.005707092160335,1.21174782779425
"275",-72.83258198,41.78532449,85673,FALSE,"1","09003462202","09003462202.1","Avon","62202",28,20.8,18,".",11,".",16,NA,12,NA,0.005998381418633,1.19091279171665
"276",-72.93744202,41.83750149,85858,FALSE,"1","09003464101","09003464101.1","Canton","64101",34,12.9,11,".",23,"17.3",23,31.8,11,NA,0.005459042689488,0.884380567687313
"277",-72.92413401,41.80873149,86184,FALSE,"1","09003464102","09003464102.1","Canton","64102",38,15.2,23,"17.100000000000001",15,".",17,NA,21,11,0.005811131730229,1.10457054364319
"278",-72.83327699,41.8651775,86486,FALSE,"1","09003466101","09003466101.1","Simsbury","66101",42,20,33,"30.3",9,".",17,NA,25,15.9,0.005283019475244,1.2868423042967
"279",-72.83030999,41.8418715,86907,FALSE,"1","09003466102","09003466102.1","Simsbury","66102",52,20.9,20,"16",31,"25",30,37.9,22,13,0.006105250278007,1.21652867720959
"280",-72.77959897,41.89877751,87222,FALSE,"1","09003466201","09003466201.1","Simsbury","66201",36,31.1,19,".",17,".",17,NA,19,NA,0.004670182211198,1.30891958976641
"281",-72.83057399,41.8661765,87463,FALSE,"1","09003466202","09003466202.1","Simsbury","66202",24,10.1,13,".",11,".",13,NA,11,NA,0.005840912068123,0.966087575070238
"282",-72.78842297,41.88284351,87863,FALSE,"1","09003466300","09003466300.1","Simsbury","66300",25,10.3,13,".",13,".",11,NA,14,NA,0.004770331806366,1.35815040655724
"283",-72.80806298,41.8554045,88217,FALSE,"1","09003466400","09003466400.1","Simsbury","66400",19,NA,8,".",11,".",11,NA,8,NA,0.005384145813102,1.36811660128702
"284",-72.87378901,42.01016353,88528,FALSE,"1","09003468101","09003468101.1","Granby","68101",41,11,27,"14.6",14,".",23,21.3,18,NA,0.004940060170837,0.913427790494083
"285",-72.77530797,41.94936652,89302,FALSE,"1","09003468102","09003468102.1","Granby","68102",28,14.7,15,".",13,".",14,NA,14,NA,0.004696602926429,1.37456231437215
"286",-72.73772996,41.89261651,89978,FALSE,"1","09003470100","09003470100.1","East Granby","70100",50,19.4,23,"17.8",27,"21.1",31,46.4,19,NA,0.006020627377776,1.36140863385769
"287",-72.68807394,41.8370795,90385,FALSE,"1","09003471100","09003471100.1","Bloomfield","71100",259,142.5,110,"109.7",148,"181.6",99,209.5,159,118.2,0.00816522663861,1.80754915448451
"288",-72.69470494,41.8125435,90573,FALSE,"1","09003471200","09003471200.1","Bloomfield","71200",177,105.8,107,"117.3",70,"91.9",63,164.1,114,88.4,0.007907909365224,1.67385388601363
"289",-72.73111195,41.80637749,90889,FALSE,"1","09003471300","09003471300.1","Bloomfield","71300",98,42.8,62,"49.8",36,"34.5",28,67.9,70,37.3,0.007922165220082,1.65084376574689
"290",-72.74296496,41.87736051,91252,FALSE,"1","09003471400","09003471400.1","Bloomfield","71400",72,26.1,40,"26.8",31,"24.5",16,NA,55,23.4,0.006467071897321,1.43978868521933
"291",-72.68902494,41.85320551,91591,FALSE,"1","09003471500","09003471500.1","Bloomfield","71500",161,94.4,109,"109.8",51,"71.5",45,122,115,86,0.007896893773726,1.75362582972145
"292",-72.68800194,41.8356965,91797,FALSE,"1","09003473100","09003473100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008606222193515,1.80683432896298
"293",-72.65260293,41.85415651,92109,FALSE,"1","09003473400","09003473400.1","Windsor","73400",22,23.7,6,".",15,".",10,NA,12,NA,0.008202226895217,1.88113215665403
"294",-72.74296496,41.87736051,92319,FALSE,"1","09003473501","09003473501.1","Windsor","73501",75,34.1,36,"32",39,"36.299999999999997",28,55.9,46,27.1,0.008930156460435,1.6650078504749
